user_id,funnel_step,timestamp,workflow_id,step_order
user_0018,Data Input,2024-01-12 17:03:00,user_0018_attempt_1,2
user_0018,Configuration,2024-01-12 17:10:00,user_0018_attempt_1,3
user_0018,Preview Generated,2024-01-12 17:16:00,user_0018_attempt_1,4
user_0019,Workflow Start,2024-01-29 08:35:00,user_0019_attempt_1,1
user_0019,Data Input,2024-01-29 08:40:00,user_0019_attempt_1,2
user_0019,Configuration,2024-01-29 08:47:00,user_0019_attempt_1,3
user_0019,Preview Generated,2024-01-29 08:53:00,user_0019_attempt_1,4
user_0019,Validation Passed,2024-01-29 09:00:00,user_0019_attempt_1,5
user_0019,Final Review,2024-01-29 09:07:00,user_0019_attempt_1,6
user_0019,Workflow Complete,2024-01-29 09:13:00,user_0019_attempt_1,7
user_0020,Workflow Start,2024-01-16 13:19:00,user_0020_attempt_1,1
user_0020,Data Input,2024-01-16 13:24:00,user_0020_attempt_1,2
user_0020,Configuration,2024-01-16 13:31:00,user_0020_attempt_1,3
user_0020,Preview Generated,2024-01-16 13:37:00,user_0020_attempt_1,4
user_0020,Validation Passed,2024-01-16 13:44:00,user_0020_attempt_1,5
